,Anterior Frontal Plane,Anterior Frontal Plane,Anterior Frontal Plane,Anterior Frontal Plane,Anterior Frontal Plane,Anterior Frontal Plane,Anterior Frontal Plane,Anterior Frontal Plane,Posterior Frontal Plane,Posterior Frontal Plane,Posterior Frontal Plane,Posterior Frontal Plane,Posterior Frontal Plane,Posterior Frontal Plane,Posterior Frontal Plane,Sagittal Plane Left,Sagittal Plane Left,Sagittal Plane Left,Sagittal Plane Left,Sagittal Plane Left,Sagittal Plane Right,Sagittal Plane Right,Sagittal Plane Right,Sagittal Plane Right,Sagittal Plane Right,Phase,Phase,Phase,Phase
102,4.75,2.2,0.21,5.23,0.73,1.34,7.14,14.9,2.22,4.29,1.15,9.29,3.55,1.28,3.52,26.14,,,,13.53,38.46,138.58,99.24,84.63,11.17,Midswing,Midswing,Terminal Stance,Terminal Stance
103,4.77,2.67,0.93,4.29,0.83,1.81,8.11,12.03,2.74,4.42,0.55,6.21,4.06,2.41,0.51,24.55,,,,16.68,39.16,138.21,105.11,84.58,10.77,Midswing,Midswing,Terminal Stance,Terminal Stance
104,5.01,3.67,3.12,2.74,0.35,2.12,7.17,6.32,3.19,5.52,0.07,8.38,3.39,1.86,0.52,23.17,,,,18.64,40.2,136.92,111.79,82.2,8.15,Terminal Swing,Midswing,Terminal Stance,Terminal Stance
105,5.2,4.86,6.19,1.11,0.61,1.39,5.95,2.01,3.46,5.22,0.38,5.21,4.01,2.07,1.46,22.37,,,,24.44,40.97,138.73,121.21,80.03,9.66,Terminal Swing,Midswing,Terminal Stance,Terminal Stance
106,5.24,5.29,5.22,1.04,0.77,0.88,5.22,0.38,4.65,5.09,0.04,1.31,3.03,1.54,0.16,21.61,180.25,162.51,86.74,29.54,42.23,139.78,130.91,79.64,9.37,Terminal Swing,Midswing,Terminal Stance,Terminal Stance
107,5.03,4.52,6.15,1.9,0.18,1.39,1.99,358.44,6.15,4.61,0.4,1.99,1.74,0,0.78,20.69,180.28,160.61,91.43,35.35,42.39,141.96,139.42,79.97,18.09,Terminal Swing,Midswing,Terminal Stance,Terminal Stance
108,4.83,3.59,5.94,1.27,0.06,1.5,1.07,353.87,6.34,3.6,1.41,2.65,3.15,1.9,7.8,20.1,180.59,158.24,96.65,40.23,42.98,144.91,148.54,80.93,173.34,Terminal Swing,Midswing,Terminal Stance,Terminal Stance
109,4.41,3.23,8.55,0.27,0.73,0.99,3.68,349.81,6.44,3.13,1.99,2.09,3.31,1.59,4.81,19.94,178.01,152.37,105.38,47.17,43.21,147.87,155.45,82.1,17.47,Terminal Swing,Midswing,Terminal Stance,Terminal Stance
110,3.86,2.09,10.26,5.22,1.16,0.41,6.24,348.47,5.6,2.76,2.9,1.07,3.61,1.52,2.91,20.2,176.71,146.84,111.07,36.95,43.12,150.23,158.77,80.22,13.78,Terminal Swing,Midswing,Terminal Stance,Terminal Stance
111,3.51,0.9,10.44,6.4,1.2,0.43,8.85,351.67,5.31,2.6,2.6,1.64,4.05,1.37,3.82,20.18,174.03,138.83,114.83,23.53,43.3,150.68,159.81,80.54,15.5,Terminal Swing,Terminal Swing,Terminal Stance,Terminal Stance
112,2.89,1.47,11.42,5.24,2.17,0.78,5.54,348.93,5.08,2.22,1.59,1.35,4.59,1.29,3.09,20.72,170.86,,,11.91,43.59,152.65,160.66,79.93,17.43,Terminal Swing,Terminal Swing,Toe Off,Toe Off
113,2.04,0.91,12.9,5.59,3.16,1.02,3.28,352.86,4.26,2.09,0.34,7.18,4.27,0.48,2.17,21.63,168.34,122.07,118.03,7.95,43.23,154.53,160.34,80.23,15.64,Initial Strike,Initial Strike,Initial Swing,Midswing
114,1.44,0.38,13.34,6.15,4.03,0.45,1.52,356.22,4.26,1.16,1.57,3.61,5.93,2.87,2.39,21.99,165.07,112.92,113.62,9.6,42.37,155.3,157.73,85.15,10.76,Loading Response,Loading Response,Midswing,Midswing
115,1.02,0.12,11.78,3.86,3.99,1.15,2.55,359.92,3.69,1.26,0.27,3.23,5.92,2.66,3.87,23.21,162.41,104.99,109.23,8.45,42.45,156.66,154.34,85.45,9.37,Loading Response,Loading Response,Midswing,Midswing
116,0.94,3.63,12.66,6.3,4.5,1.11,4,1.75,4.19,1.21,2.79,3.14,5.56,1.88,0.46,24.28,158.47,98.44,106.48,4.51,41.27,157.28,151.44,84.66,12.29,Loading Response,Loading Response,Midswing,Midswing
117,1.11,5.66,9.85,7.71,3.84,1.9,5.28,2.72,,0.44,0.61,48.31,,,,25.94,155.33,93.32,104.36,9.25,39.92,,,,6.34,Loading Response,Loading Response,Midswing,Midswing
118,1.79,11.31,10.14,11.96,4.67,1.32,5.29,1.54,,2.25,5.31,15.75,3.92,1.54,8.97,29.09,149.95,86.94,100.61,9,38.51,156.51,142.06,78.69,4.55,Loading Response,Loading Response,Midswing,Midswing
119,2.76,18.08,13.91,11.28,4.63,2,5.98,0.9,,0.56,4.44,17.21,2.66,4.82,10.25,31.26,144.84,81.42,99.41,11.38,36.17,156.28,137.28,74.64,0.81,Loading Response,Loading Response,Midswing,Midswing
120,2.7,20.17,11.64,11.47,5.08,1.6,5.79,1.53,7.43,0.63,2.66,10.39,4.03,3.85,12.52,33.09,138.51,77.29,96.18,10.91,34.52,154.42,134.94,74.04,3.12,Loading Response,Loading Response,Midswing,Midswing
121,3.38,19.77,11.35,9.17,4.68,2.2,7.2,1.6,6.41,0.42,2.4,5.34,4.48,3.64,14.23,35.79,137.7,78.91,93.33,11.17,32.41,153.87,132.02,71.35,3.21,Loading Response,Loading Response,Midswing,Midswing
122,3.62,18.16,10.48,10.83,4.31,3.55,8.17,1.44,4.94,2.66,4.8,0.48,5,2.67,14.85,38.49,134.03,79.67,,,30.48,156,132.13,68.72,1.45,Midstance,Midstance,Midswing,Midswing
123,3.48,12.36,5.61,9.35,3.75,3.1,5.51,2.06,4.21,3.13,4.19,0.32,5.48,1.86,13.9,41.38,136.1,84.59,89.71,30.48,28.6,160.71,135.05,70.94,7.01,Terminal Stance,Terminal Stance,Midswing,Midswing
124,3.73,8.51,1.32,9.26,3.86,3.29,8.69,0.34,4.63,1.52,1.46,5.16,5.81,2.25,14.11,44.38,126.11,83.55,86.73,14.26,26.94,165.17,137.03,,,Terminal Stance,Terminal Stance,Midswing,Midswing
125,3.95,6.77,2.64,9.33,4.87,3.51,10.91,0.23,4.33,1.37,0.53,4.08,4.93,2.4,10.56,45.35,124.98,89.62,86.22,13.02,25.6,166.64,139.4,69.85,5.9,Terminal Stance,Terminal Stance,Midswing,Midswing
126,4.16,5.09,4.14,8.18,5.28,3.33,9.2,0.92,3.97,0.4,0.72,3.99,4.84,2.44,9.53,46.03,,,,8.07,24.82,169.07,141.84,69.96,5.05,Terminal Stance,Terminal Stance,Midswing,Midswing
127,3.39,3.46,6.35,9.8,4.88,3.16,10.5,1.73,4.4,0.21,1.19,1.1,4.9,2.15,8.53,47.71,,,,11.49,24.12,175.58,148.23,73.46,3.48,Terminal Stance,Terminal Stance,Terminal Swing,Midswing
128,2.64,2.61,6.27,7.14,6.06,0.85,7.27,2.78,3.74,0.2,2.47,2.83,4.58,1.79,6.87,49.57,133.69,117.75,83.32,11.11,23.63,179.11,152.9,78.21,14.8,Terminal Stance,Terminal Stance,Terminal Swing,Midswing
129,2.35,2.31,2.54,2.83,5.99,0.49,2.62,1.07,2.72,0.13,3.24,1.56,4.38,1.69,3.36,50.7,137.35,128.85,81.85,9.74,23.81,180.83,154.43,83.26,12.23,Terminal Stance,Terminal Stance,Terminal Swing,Midswing
130,1.97,2.79,2.03,0.22,6.45,1.03,1.19,358.57,2.45,0.31,2.43,1.41,3.68,2.13,0.97,51.2,143.06,139.85,82.76,13.97,24.75,182.69,155.11,89.05,17.4,Terminal Stance,Terminal Stance,Terminal Swing,Midswing
131,1.91,4.27,10.53,4.73,6.55,1.07,0.14,357.11,1.07,1.26,1.19,0.1,2.71,3.34,1.51,51.87,147.07,149.35,80.14,9.94,24.75,183.05,154.26,96.58,23.91,Terminal Stance,Terminal Stance,Terminal Swing,Midswing
132,2.02,5.12,14.18,8.99,6,0.73,3.13,353.32,1.24,1.98,0.76,5.7,2.33,3.89,3.53,51.2,151.29,157.44,80.38,14.88,25.08,181.81,151.1,108.31,24.29,Terminal Stance,Terminal Stance,Terminal Swing,Midswing
133,1.16,4.49,13.61,7.87,5.64,0.12,4.98,356.67,2.5,1.61,0.77,1.86,1.34,4.84,8.84,50.12,155.07,163.08,81.94,12.03,25.6,180.26,145.6,113.86,14.1,Terminal Stance,Terminal Stance,Terminal Swing,Midswing
134,0.89,4.95,13.91,7.83,4.61,1.68,4.89,8.79,2.52,1.5,0.51,3.23,0.52,6.16,15.36,49.79,157.92,166.31,82.04,13.35,26.17,176.23,137.31,120.32,10.54,Toe Off,Toe Off,Terminal Swing,Terminal Swing
135,1.33,4.73,10.99,6.49,3.95,3.92,2.39,9.27,2.73,1.42,0.87,5.84,0.72,7.02,19.46,49.73,159.56,167.2,80.53,5.72,26.57,172.84,129.66,122.59,0.9,Midswing,Midswing,Terminal Swing,Terminal Swing
136,1.76,5.1,9.92,6.86,2.81,7.68,1.09,11.55,1.96,1.15,0.03,6.55,0.71,7.74,49.36,51.31,157.95,165.97,84.07,7.49,26.8,170.65,121.28,119.19,1.36,Midswing,Midswing,Initial Strike,Initial Strike
137,1.8,3.5,5.03,1.56,1.72,10.67,5.52,13.29,1.8,1,0.54,1.37,1.43,8.94,10.93,52.92,157.03,166.09,87.82,2.1,27.35,170.13,116.42,116.58,1.96,Midswing,Midswing,Loading Response,Loading Response
138,1.76,1.49,1.2,0.05,0.74,14.25,10.06,13.36,1.83,1.33,0.86,2.26,1.8,11.05,7.13,52.14,158.21,165.22,87.96,2.7,28.31,167.69,110.49,113.16,1.42,Midswing,Midswing,Loading Response,Loading Response
139,2.36,1.33,3.62,1,0.65,14.32,13.41,18.28,1.65,1.34,0.57,1.54,0.56,15.19,1.58,49.56,157.45,158.38,82.59,1.52,30.55,164.63,105.43,111.58,0.19,Midswing,Midswing,Loading Response,Loading Response
140,2.85,1.89,3.61,2.54,1.26,12.21,16.04,23.43,1.17,1.29,0.46,4.02,0.45,14.72,1.29,47.44,157.14,152.35,79.41,3.67,31.57,159.59,97.66,106.85,2.66,Midswing,Midswing,Loading Response,Loading Response
141,2.44,1.53,2.46,2.29,1.5,10.55,18.01,26.48,,0.06,2.48,6.08,1.85,11.63,2.61,45.96,153.12,146.22,76.72,1.07,32.52,156.56,96.13,105.83,4.11,Midswing,Midswing,Loading Response,Loading Response
142,1.6,0.37,3.51,4.9,0.93,9.77,17.38,23.91,,0.09,3.02,6.79,,,0.57,42.68,,,,0.91,33.35,152.21,92.84,101.6,5.41,Midswing,Midswing,Loading Response,Loading Response
143,1.35,1.35,4.41,3.55,1.28,6.48,14.22,17.44,,0.56,2.69,7.69,4.08,7.82,9.12,40.63,,,,1.83,33.87,,,,6.05,Midswing,Midswing,Loading Response,Loading Response
144,1.25,1.84,4.76,3.84,1.36,4.5,10.86,17.52,2.37,0.09,3.24,6.94,1.56,9.72,11.1,36.39,152.68,143.22,74.85,5.9,34.31,144.55,90.46,96.62,0.18,Midswing,Midswing,Loading Response,Loading Response
145,1.11,2.05,5.27,3.32,1.27,3.57,10.2,15.42,,0.25,3.47,9.73,2.64,5.65,10.72,33.02,155.53,142.8,71.57,6.49,35.8,141.58,93.08,97.02,,Midswing,Midswing,Loading Response,Loading Response
146,2.28,1.39,4.79,3.37,1.22,2.52,8.7,15.01,1.33,1.63,0.94,5.32,2.87,3.9,10.39,30.29,157.07,142.68,69.77,5.54,36.43,141.03,96.1,88.98,35.55,Midswing,Midswing,Midstance,Midstance
147,2.36,0.71,3.66,3.42,2.03,1.25,7.34,11.09,1.39,2.25,1.19,8.94,2.94,2.25,6.2,28.21,163.07,148.05,70.79,13.21,37.86,139.04,100.35,87.08,10.59,Midswing,Midswing,Terminal Stance,Terminal Stance
148,2.47,0.11,2.67,3.32,1.15,1.6,5.8,9.23,0.77,1.22,2.59,9.9,3.99,0.2,3.26,25.88,,,,10.28,39.31,135.95,104.09,86.11,12.4,Midswing,Midswing,Terminal Stance,Terminal Stance
149,3.23,1.37,1.58,2.57,1.46,1.47,5.69,6.62,1.22,2.08,1.93,8.46,4.18,0.13,6.51,25.18,,,,13.83,39.64,134.43,110.88,85.01,10.99,Terminal Swing,Midswing,Terminal Stance,Terminal Stance
150,3.45,3.19,1.87,2.28,1.32,1.67,5.83,1.29,1.26,3,1.08,8.11,4.09,0.43,2.76,25.04,,,,17.46,41.09,134.99,119.05,82.25,17.63,Terminal Swing,Midswing,Terminal Stance,Terminal Stance
151,3.49,3.81,3.42,1.12,2.08,0.83,5.35,1.81,2.85,3.03,0.75,5.37,4.08,1.13,4.2,24.41,175.91,157.41,80.66,23.6,41.63,137.98,129.93,80.23,10.28,Terminal Swing,Midswing,Terminal Stance,Terminal Stance
152,3.95,4.08,3.62,1.64,2.26,0.8,0.34,357.13,3.86,2.47,1.72,2.4,3.89,1.38,3,24.31,177.48,158.33,85.99,27.15,42.28,140.66,139.15,80.53,15.84,Terminal Swing,Midswing,Terminal Stance,Terminal Stance
153,4.09,3.57,4.99,0.64,1.93,0.21,1.57,354.51,4.16,1.3,3.63,4.94,4.24,1.83,1.39,24.4,,,,32.67,43.18,143.65,148.37,79.26,10.05,Terminal Swing,Midswing,Terminal Stance,Terminal Stance
154,2.95,1.47,4.16,1.38,2.18,0.31,3.41,352.92,4.54,0.51,4.58,3.03,4.94,2.65,3.64,24.96,,,,42.39,42.96,145.86,155.32,79.84,8.9,Terminal Swing,Midswing,Terminal Stance,Terminal Stance
155,2.32,0.19,4.73,0.4,2.16,0.65,5.87,351.62,4.08,0.63,3.83,0.5,6.01,4.01,4.34,25.33,176.07,148.91,108.75,42.59,43.25,147.43,158.21,78.52,7.4,Terminal Swing,Midswing,Terminal Stance,Terminal Stance
156,1.92,0.82,6.43,2.63,2.52,0.7,7.57,352.05,4.19,0.06,4.29,2.72,6.07,4.05,3.8,25.33,173.39,140.97,115.8,30.31,43.42,150.02,160.8,79.34,6.68,Terminal Swing,Terminal Swing,Terminal Stance,Terminal Stance
157,1.42,1.54,6.81,5.46,3.54,0.69,4.49,352.22,4.09,0.65,4.42,4.33,6.58,,,26.01,170.72,,,17.02,42.91,151.63,161.8,79.45,10.39,Terminal Swing,Terminal Swing,Toe Off,Toe Off
158,0.87,0.97,10.78,5.54,3.58,0.47,2.37,351.08,3.96,0.65,1.53,0.57,6.38,3.19,8.2,26.25,167.59,124.92,121.16,7.75,42.83,153.41,161.26,78.55,14.6,Initial Strike,Initial Strike,Initial Swing,Midswing
159,0.37,1.77,13.23,6.62,4.34,0.43,1.5,356.65,4.07,0.89,1.2,9.96,6.65,,,27.37,164.88,117.38,118.81,5.28,42.19,154.42,159.41,82.2,14.5,Loading Response,Loading Response,Midswing,Midswing
160,0.19,2.12,12.78,6.14,4.67,0.42,1.71,359.88,3.09,0.95,0.38,4.17,6.84,,,27.17,161.58,106.68,112.69,5.71,41.65,154.68,155.54,83.64,11.12,Loading Response,Loading Response,Midswing,Midswing
161,0.34,1.19,15.29,2.03,4.71,1.13,5.44,2.17,2.99,0.73,0.81,3.62,7.37,,,28.55,159.46,101.42,109.32,5.94,40.21,154.17,151.81,84.25,10.8,Loading Response,Loading Response,Midswing,Midswing
162,0.06,4.99,13.9,2.72,4.33,1.63,5.96,2.26,2.97,1.14,2.28,0.37,7.39,4.22,3.92,30.64,154.2,94.29,106,4.49,38.75,154.81,148.22,82.15,9.62,Loading Response,Loading Response,Midswing,Midswing
163,0.5,7.92,11.47,7.54,5.03,0.67,5.68,3.53,,1.93,3.08,12.42,5.9,0.56,8.59,32.32,148.34,88.44,103.94,8.71,37.44,154.39,143.36,80.27,9.62,Loading Response,Loading Response,Midswing,Midswing
164,1.34,11.99,13.14,8.92,5.61,0.75,7.38,2.74,,0.98,4.67,15.87,5.01,1.63,9.68,34.41,145.37,83.2,99.56,6.96,35.42,154.9,139.47,76.43,3.18,Loading Response,Loading Response,Midswing,Midswing
165,2.26,17.69,14.87,9.08,5.82,1.67,8.67,2.99,,0.07,4.6,11.36,5.49,1.9,10.53,35.96,141.01,79.81,97.43,11,33.33,152.56,136.47,75.76,3.07,Loading Response,Loading Response,Midswing,Midswing
166,2.5,16.75,11.76,9.23,5.38,1.77,7.86,1.57,,1.53,2.96,1.76,5.21,3.19,13.31,37.83,138.26,80.16,96.07,13.74,31.7,153.47,135.21,73.61,1.49,Loading Response,Loading Response,Midswing,Midswing
167,2.73,15.37,9.53,9.51,4.98,3.23,10.54,2.09,5.47,1.32,5.21,4.75,6.19,0.84,11.96,39.9,134.09,80.68,,,29.64,155.38,135.35,70.16,0.85,Loading Response,Loading Response,Midswing,Midswing
168,3.31,12.91,6.42,7.66,4.72,3.26,9.35,1.59,5.17,1.67,3.51,2.03,6.87,0.15,12.42,41.87,,,,,27.78,159.9,137.55,70.08,1.86,Midstance,Midstance,Midswing,Midswing
169,3.06,8.65,1.53,9.76,4.45,2.35,7.82,0.36,5.08,2.23,4.47,1.1,6.19,1.52,12.03,44.05,136.98,89.99,88.27,15.1,26.36,163.29,137.83,69.53,3.11,Terminal Swing,Terminal Swing,Midswing,Midswing
170,4.28,7.53,1.62,8.93,4.61,3.08,10.18,2.25,5.43,2.89,4.04,2.28,5.2,3.4,12.79,45.58,,,86.52,11.38,24.64,164.58,138.94,69.32,2.87,Terminal Swing,Terminal Swing,Midswing,Midswing
171,4.26,5.64,5.12,9.09,5.51,2.79,11.21,2.2,5.93,1.92,2.51,1.26,4.68,4.79,15.15,47.03,,,,12.27,23.92,167.43,142.98,71.73,2.08,Terminal Swing,Terminal Swing,Midswing,Midswing
172,3.89,5.25,2.91,8.99,5.06,2.39,9.37,2.39,5.36,2.43,1.76,3.9,4.68,3.78,7.41,46.85,,,83.73,12.27,23.96,173.86,149.09,75.24,5.56,Terminal Swing,Terminal Swing,Terminal Swing,Midswing
173,3.63,4.71,3.75,6.94,5.99,0.85,8.99,3.15,4.97,1.21,0.41,1.82,5.37,2.68,5.34,47.9,,,,12.65,23.43,177.56,152.53,80.01,12.92,Terminal Swing,Terminal Swing,Terminal Swing,Midswing
174,3.04,4.21,2.19,5.47,6.38,0.1,5.42,1.33,3.9,0.44,2.52,0.28,4.62,3.37,3.93,49.31,140.6,130.93,82.49,6.48,23.33,179.07,153.79,83.56,11.35,Terminal Swing,Terminal Swing,Terminal Swing,Midswing
175,2.6,3.87,0.3,0.27,7.15,0.93,4.12,0.35,3.26,0.65,1.89,5.36,3.77,4.5,3.17,49.19,,,,13.59,23.78,183.06,157.46,93.15,22.59,Terminal Swing,Terminal Swing,Terminal Swing,Midswing
176,1.74,4.44,7.65,6.9,6.85,0.71,3.52,358.6,1.68,1.37,0.91,5.82,3.94,4.39,0.11,49.42,147.53,149.46,80.97,8.93,24.2,183.66,156.37,100.29,28.41,Terminal Swing,Terminal Swing,Terminal Swing,Midswing
177,1.53,5.08,15.83,8.88,5.89,0.33,0.78,355.03,0.8,1.61,0.13,5.48,3.12,6.02,3.16,48.8,150.5,156.91,80.38,15.29,25.3,182.67,154.41,107.21,15.52,Terminal Swing,Terminal Swing,Terminal Swing,Midswing
178,0.53,4.31,17.53,11.49,5.45,1.41,1.43,356.76,1.56,1.95,0.19,1.12,2.16,7.46,2.96,46.77,155.92,163.88,82.73,14.03,24.71,181.16,148.93,,,Terminal Swing,Terminal Swing,Terminal Swing,Midswing
179,1.2,5.38,18.39,9.06,5.51,2.7,2.05,5.44,2.03,1.93,0.99,1.01,1.37,9.35,7.31,46.73,157.61,165.72,80.93,13.1,25.13,178.85,141.55,120.87,19.55,Terminal Swing,Terminal Swing,Terminal Swing,Terminal Swing
180,1.47,5.43,18.7,9.33,4.31,5.33,0.15,7.55,3.06,2.13,0.61,0.15,0.91,10.4,7.61,46.22,159.94,167.16,80.99,9.18,25.75,176.04,134.66,124.23,4.63,Toe Off,Toe Off,Terminal Swing,Terminal Swing
181,1.95,5.24,18.14,8.87,3.77,8.75,2.92,7.83,2.23,2.52,1.55,6.43,0.77,11.25,1.61,45.98,159.9,165.73,83.06,6.4,27.62,172.82,126.78,122.12,3.4,Midswing,Midswing,Initial Strike,Initial Strike
182,2.11,4.07,12.6,1.47,2.52,11.72,7.05,11.42,1.2,1.88,0.73,5.89,0.65,13.27,16.67,47.92,158.71,165.31,86.5,4.8,28.5,172.4,120.14,119.41,0.99,Midswing,Midswing,Loading Response,Loading Response
183,2.16,2.16,6.11,1.45,1.91,13.3,10.1,14.12,1.33,0.97,0.11,2.94,0.96,15.03,10.02,48.98,159.22,165.24,87.19,2.88,29.52,169.74,114.52,115.65,0.8,Midswing,Midswing,Loading Response,Loading Response
184,2.68,2.52,4.62,3.97,1.69,14.76,15.29,17.32,1.51,1.02,0.15,9.43,1.02,16.29,6.67,47.52,159.53,159.61,82.23,2.77,31.64,167.91,109.94,114.46,3.04,Midswing,Midswing,Loading Response,Loading Response
185,2.82,2.63,2.86,4.06,2.28,14.49,19.2,17.02,1.17,2.02,1.13,10.77,1.38,16.47,6.99,45.78,,,,2.94,33.07,,,,2.03,Midswing,Midswing,Loading Response,Loading Response
186,2.97,2.46,2.33,5.77,2.28,11.72,18.87,20.75,,0.91,0.72,10.99,2.09,15.16,7.28,43.39,158.07,149.73,76.49,1.38,33.61,159.54,99.82,107.99,1.15,Midswing,Midswing,Loading Response,Loading Response
187,2.33,2.04,3.85,5.8,2.43,8.6,16.13,21.02,,2.94,1.37,10.18,,,3.63,41.13,155.19,146.18,75.99,6.2,33.86,156.16,97.1,104.6,5.13,Midswing,Midswing,Loading Response,Loading Response
188,2.32,1.61,3.41,5.88,2.49,6.2,14.64,16.8,,2.96,1.04,10.44,1.01,12.1,1.81,38.59,153.85,143.65,71.2,4.9,34.24,154.13,99.45,102.05,6.63,Midswing,Midswing,Loading Response,Loading Response
189,2.78,1.86,2.46,4.18,2.45,4.33,12.73,17.26,0.55,2.08,0.01,10.13,1.92,9.04,15.29,35.69,153.85,144.05,72.48,10.98,35.04,148.54,97.22,96.03,6.31,Midswing,Midswing,Loading Response,Loading Response
190,2.51,1.66,4.55,3.3,2.36,2.77,10.96,16.23,1.42,2.15,0.4,12.74,2.42,5.88,11.66,32.25,,,,7.91,36.1,147.07,99.46,95.69,,Midswing,Midswing,Loading Response,Loading Response
191,2.67,2.11,4.57,5.29,2.72,1.44,9.97,11.65,2.32,2.5,0.7,11.04,3.53,3.33,8.03,29.35,156.45,144.21,70.62,,37.72,144.15,101.77,86.99,37.6,Midswing,Midswing,Midstance,Midstance
192,3.03,2.51,3.9,6.11,3.37,0.71,8.19,11.76,2.34,1.51,0.81,11.3,4.69,0.23,5.55,26.67,160.83,147.06,70.37,17.95,38.35,142.57,106.52,84.82,10.63,Midswing,Midswing,Terminal Stance,Terminal Stance
193,2.95,2.34,2.89,5.22,2.9,0.13,7.96,9.05,1.71,1.47,1.13,10.26,5.11,1.37,5.41,24.53,,,,14.96,39.36,139.19,111.33,83.49,10.03,Midswing,Midswing,Terminal Stance,Terminal Stance
194,3.37,4.22,6.53,2.6,2.96,0.02,8.07,5.67,1.91,2.27,0.12,8.98,4.6,1.37,1.78,23.64,170.7,155.19,72.13,16.14,40.47,138.31,118.93,81.09,7.41,Terminal Swing,Midswing,Terminal Stance,Terminal Stance
195,3.45,4.64,6.11,3.78,2.59,0.1,6.77,3.28,2.85,2.97,0.76,8.68,4.08,1.39,0.64,22.95,,,,24.1,41.66,138.83,126.94,81.15,10.31,Terminal Swing,Midswing,Terminal Stance,Terminal Stance
196,3.58,4.82,5.73,5.91,1.95,0.52,4.87,1.35,3.59,3.28,1.64,5.39,3.2,0.34,4.84,22.66,,,,23.35,42.07,141.03,136.3,80.95,9.59,Terminal Swing,Midswing,Terminal Stance,Terminal Stance
197,4.22,6.35,7.84,6.41,2.14,0.36,0.11,358.65,4.79,2.82,0.65,4.18,2.78,0.02,2.49,21.91,175.67,157.69,84.28,28.92,42.7,143.3,144.5,80.66,14.42,Terminal Swing,Midswing,Terminal Stance,Terminal Stance
198,4.1,5.81,7.68,5.24,1.37,0.27,3.05,353.75,5.74,1.79,0.83,4.97,2.34,0.58,0.11,21.47,178.06,159.1,91.3,34.66,43.8,144.44,150.04,80.2,15.05,Terminal Swing,Midswing,Terminal Stance,Terminal Stance
199,3.53,4.39,7.61,3.64,1.25,0.02,5.36,353.66,5,0.9,2.48,4.44,2.36,0.75,0.56,22.02,176.89,155.01,99.74,43.32,44.01,145.94,154.52,80.37,17.99,Terminal Swing,Midswing,Terminal Stance,Terminal Stance
200,2.71,2.92,9.27,3.04,1.54,0.22,4.81,354.55,4.91,0.77,2.6,3.76,3.57,0.71,1.01,22.34,175.83,150.42,106.71,43.3,43.78,147.4,157.47,80.05,13.13,Terminal Swing,Midswing,Terminal Stance,Terminal Stance
201,1.98,1.67,9.5,1.84,2.33,0.88,3.57,355.05,5.14,0.01,2.58,2.45,4.43,1.83,2.88,23.03,172.77,142.58,114.18,30.4,44.03,148.6,158.48,77.83,14.87,Terminal Swing,Terminal Swing,Terminal Stance,Terminal Stance
202,1.6,0.19,9.53,2.28,3.19,1.41,1.56,354.15,5.03,0.06,2.4,1.21,4.81,,,24.04,170.3,135.13,119.03,21.13,44.11,150.36,159.36,77.55,14.51,Terminal Swing,Terminal Swing,Terminal Stance,Terminal Stance
203,1.38,0.77,10.73,3.63,4.02,1.03,1.67,356.28,5.18,0.19,0.53,5.45,4.66,1.02,0.91,24.22,167.33,126.84,119.66,7.72,43.85,152.57,158.37,79.06,20.55,Initial Strike,Initial Strike,Toe Off,Toe Off
204,0.64,0.18,11.5,4.05,4.51,0.23,1.34,357.21,4.88,0.03,0.59,3.98,4.45,,,24.98,165.16,118.14,147.58,101.25,43,155.8,159.3,82.92,16.28,Loading Response,Loading Response,error,error
205,0.05,0.96,14.24,3.86,4.5,0.49,4.21,358.38,3.61,0.17,0.28,0.65,4.81,,,25.95,161.05,108.56,114.51,9.89,43.2,155.19,154.73,82.74,11.19,Loading Response,Loading Response,Midswing,Midswing
206,0.01,3.74,15.58,2.1,4.79,0.26,4.61,359.8,3.72,0.28,2.48,4.35,4.7,1.88,2.24,27.15,157.15,99.94,152.63,106.15,42.15,152.88,148.41,82.62,11.44,Loading Response,Loading Response,error,error
207,0.04,6.42,14.14,4.23,4.06,1.54,6.2,0.67,3.94,0.36,1.62,2.43,3.96,0.51,1.85,28.44,150.95,92.88,107.48,6.26,40.97,154.05,145.07,82.61,8.61,Loading Response,Loading Response,Midswing,Midswing
