,Anterior Frontal Plane,Anterior Frontal Plane,Anterior Frontal Plane,Anterior Frontal Plane,Anterior Frontal Plane,Anterior Frontal Plane,Anterior Frontal Plane,Anterior Frontal Plane,Posterior Frontal Plane,Posterior Frontal Plane,Posterior Frontal Plane,Posterior Frontal Plane,Posterior Frontal Plane,Posterior Frontal Plane,Posterior Frontal Plane,Sagittal Plane Left,Sagittal Plane Left,Sagittal Plane Left,Sagittal Plane Left,Sagittal Plane Left,Sagittal Plane Right,Sagittal Plane Right,Sagittal Plane Right,Sagittal Plane Right,Sagittal Plane Right,Phase,Phase,Phase,Phase
208,0.53,6.34,8.94,5.89,4.39,1.49,6.8,1.42,,0.08,2.7,6.28,2.3,4.18,9.85,30.96,148.21,87.79,106.13,7.91,39.83,157.55,145.11,78.9,5.77,Loading Response,Loading Response,Midswing,Midswing
209,1.13,10.2,8.84,10.01,4.54,1.76,8.36,1.02,,1.79,6.28,1.18,1.88,4.92,9.14,33.18,145.27,83.06,103.47,10.74,38.34,156.62,139.3,74.87,5.14,Loading Response,Loading Response,Midswing,Midswing
210,1.68,15.43,11.41,11.45,5.14,1.83,9.82,1.4,7.05,0.29,7.82,13.45,1.8,6.31,12.76,35.17,142.68,78.48,99.45,7.11,36.69,153.2,133.5,70.63,0.08,Loading Response,Loading Response,Midswing,Midswing
211,1.97,19.63,13.98,11.58,4.32,3.87,11.71,0.39,,1.05,4.06,14.02,3.12,5.63,13.94,36.51,137.75,75.5,96.95,12.13,34.7,150.19,129.36,70.16,6.54,Loading Response,Loading Response,Midswing,Midswing
212,2.3,16.91,9.39,10.37,4.69,3.98,12.74,1.28,,0.63,1.92,13.18,3.89,4.65,13.85,37.79,136.3,76.6,95.26,,32.74,152.57,129.35,69.97,8.5,Loading Response,Loading Response,Midswing,Midswing
213,2.57,15.59,9.41,8.72,4.44,5.17,14.32,359.78,4.81,1.02,3.55,2.07,4.94,2.81,13.34,40.52,135.76,79.57,89.49,7.41,31.2,156.36,132.01,68.92,4.79,Midstance,Midstance,Midswing,Midswing
214,3.05,10.8,5.3,7.48,4.61,4.84,13.2,359.94,2.75,0.85,0.73,1.94,4.77,3.45,11.23,41.66,131.34,81.12,90.94,30.3,29.51,161.17,133.89,67.36,3.83,Terminal Stance,Terminal Stance,Midswing,Midswing
215,2.73,7.5,0.42,8.71,4.69,4.94,12.68,0.06,3.28,0.87,0.54,2.5,4.45,4.13,10.71,43.89,130.3,86.14,87.73,12.81,28.44,164.05,134.29,67.33,7.16,Terminal Stance,Terminal Stance,Midswing,Midswing
216,2.7,4.9,1.32,7.14,5.14,5.25,12.86,359.51,3.62,0.52,1.19,2.14,5.2,3.28,8.63,44.79,128.88,90.98,86.76,13.3,27.33,166.63,137.93,67.48,0.58,Terminal Stance,Terminal Stance,Midswing,Midswing
217,2.87,3.5,2.17,5.26,5.92,4.07,14.42,0.63,2.94,0.11,0.93,1.16,4.96,2.63,2.37,46.87,,,85.35,7.61,26.61,171.74,142.75,71.4,1.1,Terminal Stance,Terminal Stance,Midswing,Midswing
218,2.66,2.71,2.88,7.92,6.4,2.52,10.75,1.39,3.29,1.76,4.61,2.08,4.14,3.44,3.66,47.96,125.57,105.85,85.1,16.32,26.6,175.28,146.81,73.07,1.37,Terminal Stance,Terminal Stance,Terminal Swing,Midswing
219,2.48,2.46,2.33,5.47,6.79,1.18,7.04,0.73,2.27,0.98,4.81,1.86,3.87,3.31,2.25,48.02,,,84.61,12.73,26.1,177.76,150.06,76.79,12.75,Terminal Stance,Terminal Stance,Terminal Swing,Midswing
220,1.77,1.28,0.72,2.62,7.08,0.17,2.45,358.51,1.15,0.93,4.75,3.96,3.58,3.08,0.52,49.2,140.67,131.53,85.76,12.59,25.62,181.74,153.86,81.77,14.69,Terminal Stance,Terminal Stance,Terminal Swing,Midswing
221,1.36,1.44,3.83,1.66,7.33,1.17,0.07,356.4,0.83,0.83,4.26,0.9,3,3.17,0.17,50.86,142.37,139.47,85.49,14.63,25.73,182.84,154.95,86.78,11.54,Terminal Stance,Terminal Stance,Terminal Swing,Midswing
222,1.4,2.97,12.28,5.29,6.87,0.88,1.53,354.41,0.2,0.03,2.61,5.06,3,3.43,0.11,50.61,146.45,149.04,83.43,7.88,25.19,183.85,154.34,100.79,23.2,Terminal Stance,Terminal Stance,Terminal Swing,Midswing
223,1.77,3.96,17.57,9.46,6.47,0.54,4.05,357.67,1.96,0.64,1.65,6.45,2.17,3.92,3.74,50.96,150.02,157,82.87,7.44,25.46,182.29,151.24,,,Terminal Stance,Terminal Stance,Terminal Swing,Midswing
224,2.08,5.24,20.03,11.21,5.87,0.63,5.76,359.98,0,0.57,1.54,2.28,1.48,4.95,6.74,50.46,152.64,160.52,83.7,9.59,25.29,178.93,144.59,117.14,24.69,Terminal Stance,Terminal Stance,Terminal Swing,Midswing
225,2.08,5.72,20.91,11.68,5.23,2.29,4.54,5.13,0.29,1.11,1.15,1.73,1.29,5.53,9.52,50.8,153.67,162.41,84.48,7.28,25.1,176.36,137.07,119.34,3.54,Toe Off,Toe Off,Terminal Swing,Terminal Swing
226,2.05,4.68,18.09,8.55,4.43,4.23,1.08,9.44,0.37,1.06,0.39,5.13,1.37,5.29,10.66,51.19,154.88,161.99,86.41,7.86,25.38,172.44,128.3,121.25,6.46,Initial Swing,Midswing,Initial Strike,Initial Strike
227,2.11,2.57,10.62,2.3,3.57,6.6,3.43,14.1,0.31,1.23,0.3,3.68,1.21,7.19,38.36,52.34,155.17,161.19,86.84,0.46,27.38,170.38,120.25,117.67,2.13,Midswing,Midswing,Loading Response,Loading Response
228,2.27,1.43,5.73,0.73,2.43,10.77,10.83,16.9,0.9,1.51,1.12,2.86,1.35,9.32,19.74,53.32,155.21,159.64,85.36,0.68,26.76,168.91,113.97,112.45,1.36,Midswing,Midswing,Loading Response,Loading Response
229,3.18,1.94,4.23,2.38,2.16,11.42,16.01,23.33,1.81,1.87,0.56,3.65,1.5,10.53,0.1,52.82,155.76,157.5,82.96,4.33,27.36,166.91,109.74,111.9,1.99,Midswing,Midswing,Loading Response,Loading Response
230,3.09,1.41,2.39,4.43,1.43,12.94,20.89,25.21,0.96,1.79,1.14,5.68,2.34,9.28,3.7,50.91,156.07,152.02,80.1,3.45,28.1,163.09,104.35,109.48,3.31,Midswing,Midswing,Loading Response,Loading Response
231,3.57,1.87,1.37,4.5,1.64,9.49,18.88,29.07,1.91,1.66,1.48,7.14,3.64,7.67,0.09,50.48,155.2,147.9,76.55,2.58,27.32,157.75,97.73,104.47,2.01,Midswing,Midswing,Loading Response,Loading Response
232,3.55,1.85,1.78,4.86,1.98,7.14,17.09,26.62,0.2,1.17,1.67,12.45,4.15,6.07,1.38,47.85,152.24,143.98,76.27,3.56,29.36,153.87,94.33,101.44,3.42,Midswing,Midswing,Loading Response,Loading Response
233,2.99,1.27,3.14,5.13,2.52,3.64,12.64,22.32,1.53,1.39,2,13.12,3.59,4.04,5.57,46.49,153.72,143.93,73.5,5.64,30.92,150.28,93.47,99.49,6.52,Midswing,Midswing,Loading Response,Loading Response
234,3.46,1.96,3.91,4.09,2.53,2.14,11.7,15.15,0.16,2.86,0.11,8.52,3.25,2.49,6.31,44.47,155.68,146,72.13,2.44,31.52,146.22,92.58,95.01,4.73,Midswing,Midswing,Loading Response,Loading Response
235,3.5,2.37,4.18,3.54,2.45,0.1,7.32,13.7,1.3,2.16,1.4,10.41,1.78,3.05,9.21,41.72,157.38,145.75,70.93,6.89,33.3,140.9,91.86,92.44,5.34,Midswing,Midswing,Midstance,Midstance
236,3.74,2.89,6.05,3.85,2.36,0.21,7.65,14.3,2.64,3.1,0.64,13,3.92,0.87,9.09,37.74,159.8,145.84,69.04,6.15,33.92,139.34,95.27,86.27,38.84,Midswing,Midswing,Terminal Stance,Terminal Stance
237,4.04,2.83,4.48,5.37,1.39,0.04,6.51,10.99,3.81,3.5,0.06,11.13,3.66,1.21,7.47,34.81,164.79,148.79,72.14,22.01,35.32,139.67,101.36,84.25,14.73,Midswing,Midswing,Terminal Stance,Terminal Stance
238,4.22,4.28,6.68,4.64,1.12,1.24,8.43,11.66,4.23,4.02,0.08,11.02,3.57,2.06,0.71,32.59,,,,8.76,36.13,140.13,107.3,83.19,15.22,Midswing,Midswing,Terminal Stance,Terminal Stance
239,4.48,4.74,6.66,3.75,1.39,1,10.43,6.5,4.75,4.4,0.73,13.05,4.31,3.3,3.49,29.98,,,,18.83,37.3,138.3,114.25,82.08,11.78,Midswing,Midswing,Terminal Stance,Terminal Stance
240,4.69,5.69,7.25,3.49,1.28,0.32,10.26,4.81,6.45,4.75,0.85,7.81,3.58,2,2.31,29.35,176.84,159.66,78.22,21.56,38.64,138.11,122.23,81.95,8.47,Terminal Swing,Midswing,Terminal Stance,Terminal Stance
241,4.96,6.23,5.42,5.01,0.32,1.26,9.33,3.48,6.64,4.75,1.19,3.71,3.33,2.23,2.83,27.86,179.43,162.47,85.2,30.72,39.23,138.76,130.34,81.99,8.99,Terminal Swing,Midswing,Terminal Stance,Terminal Stance
242,5.1,5.8,5.19,6.65,0.09,1.07,7.98,1.22,6.87,4.11,0.14,6.25,3.05,2.07,2.17,27.26,180.1,162.08,90.47,33.26,39.81,142.24,140.54,82.48,14.49,Terminal Swing,Midswing,Terminal Stance,Terminal Stance
243,4.49,4.89,7.43,4.57,0.16,1.35,4.56,358.25,6.11,3.28,1.29,1.26,3.52,2.23,2.92,26.57,,,,39.05,40.44,144.55,149,82.16,22.09,Terminal Swing,Midswing,Terminal Stance,Terminal Stance
244,3.78,3.21,7.3,2.7,0.36,0.62,3.12,352.96,5.98,2.68,2.62,1.78,3.71,1.79,6.02,25.55,179.46,154.37,103.45,43.3,40.89,147.32,155.76,80.68,12.25,Terminal Swing,Midswing,Terminal Stance,Terminal Stance
245,3.28,1.89,8.39,1.05,,,5.21,352.47,6.02,1.57,3.44,1.82,4.51,2.6,2.85,25.56,178.14,148.78,111.76,42.52,40.82,148.63,159.44,79.71,12.2,Terminal Swing,Midswing,Terminal Stance,Terminal Stance
246,2.89,0.66,7.1,3.88,0.98,0.02,6.39,353.02,5.38,1.44,3.5,3.92,4.8,2.93,3.07,24.96,175.95,140.81,115.45,29.47,40.97,149.4,160.68,78.48,11.99,Terminal Swing,Midswing,Terminal Stance,Terminal Stance
247,2.57,0.96,9.29,0.56,1.63,0.18,3.11,352.98,4.33,1.5,2.61,5.01,4.97,2.51,2.79,25.15,172.48,132.08,116.09,15.09,40.99,152.17,162.07,79.12,11.73,Terminal Swing,Terminal Swing,Toe Off,Toe Off
248,2.1,1.49,9.81,1.11,2.66,0.38,2.2,352.97,4.52,1.49,1.79,3.09,5.36,2.95,3.8,25.69,168.71,122.39,114.77,9.69,40.89,153.12,162.41,81.11,8.77,Initial Strike,Initial Strike,Initial Swing,Midswing
249,1.71,0.74,8.78,0.46,3.19,0.08,0.47,357.18,4.39,1.35,4.23,19.07,5.4,3.42,0.16,26.15,165.43,,,10.77,40.59,154.93,161.64,86,12.57,Loading Response,Loading Response,Midswing,Midswing
250,0.98,0.83,10.01,1.53,,,5.91,359.14,2.83,1.88,0.83,1.29,4.71,1.94,4.23,27.23,162.56,105.41,107.77,4.93,39.28,154.71,155.5,85.25,9.92,Loading Response,Loading Response,Midswing,Midswing
251,0.94,3.01,9.27,5.3,4.08,0.35,5.39,0.4,3.17,2.5,2.12,9.03,4.64,1.89,4.6,28.58,158.55,97.83,106.01,4.5,38.98,175.01,193.5,105.13,6.79,error,error,Midswing,Midswing
252,1.33,4.9,6.18,11.02,4.51,0.09,4.76,0.64,,1.33,0.09,125.54,4.73,1.37,6.11,31.11,153.41,91.72,104.69,5.84,37.78,171.84,184.74,103.15,11.47,error,error,Midswing,Midswing
253,1.78,8.19,4.64,14.46,4.14,0.31,4.58,1.16,,1.2,1.82,171.7,3.33,0.89,5.57,33,150.5,87.4,102.41,5.56,35.89,158.22,146.19,80.24,15.83,Loading Response,Loading Response,Midswing,Midswing
254,2.19,11.51,4.39,16.15,3.89,1.58,6.64,0.67,,0.83,1.21,53.01,3.66,1.86,10.55,35.04,144.53,80.8,99.76,6,34.08,152.53,138.45,77.7,15.83,Loading Response,Loading Response,Midswing,Midswing
255,3.55,16.47,5.47,15.09,3.58,2.39,6.84,0.26,,2.12,2.19,1.92,3.46,2.39,7.56,36.88,140.93,78.87,97.28,9.85,32.46,151.75,134.95,74.19,4.61,Loading Response,Loading Response,Midswing,Midswing
256,4,21.33,10.78,12.61,3.51,3.33,8.93,359.92,,3.62,3.79,14.6,4.4,1.58,9.46,38.56,138.68,79.11,95.11,10.74,30.67,150.74,132.31,71.2,12.97,Loading Response,Loading Response,Midswing,Midswing
257,4.36,18.4,10.41,7.55,2.73,4.32,9.22,0.65,6.06,1.18,0.29,6.42,4.79,1.28,13.47,41.78,135.37,79.47,92.53,,29.29,152.3,132.08,69.21,8.46,Loading Response,Loading Response,Midswing,Midswing
258,4.29,14.48,8.98,7.98,2.14,6.16,11,359.83,5.69,0.38,2.19,2.07,4.86,0.56,10.22,43.89,136.63,83.04,87.71,3.61,26.64,157.85,135.47,68.65,11.88,Midstance,Midstance,Midswing,Midswing
259,4.14,10.65,5.74,4.54,1.83,4.73,7.45,359.98,,1.34,0.43,2.7,5.38,0.69,11.62,45.14,130.08,84.1,87.9,25.22,25.72,162.09,137.29,67.53,11.64,Terminal Stance,Terminal Stance,Midswing,Midswing
260,4.67,8.66,2.67,4,2.51,5.38,11.4,0.15,4.9,0.68,1.27,4.63,4.7,1.62,13.5,46.47,,,87.37,8.65,24.54,162.26,135.73,68.28,,Terminal Stance,Terminal Stance,Midswing,Midswing
261,4.93,6.16,0.41,3.21,3.28,5.87,13.53,1.02,3.59,0.9,1.12,2.3,4.58,1.93,11.12,48.85,,,85.92,11.69,25.46,165.84,141.75,72.61,3.05,Terminal Stance,Terminal Stance,Midswing,Midswing
262,4.65,4.37,1.96,4.78,3.06,4.76,10.44,1.85,4.51,0.09,2.37,2.74,3.04,3.48,7.44,49.82,,,,8.54,24.56,170.27,144.96,73.78,1.51,Terminal Stance,Terminal Stance,Midswing,Midswing
263,4.19,4.07,1.18,6.93,3.27,3.41,8.99,1.28,3.69,2.07,0.46,2.13,3.64,1.89,3.02,52.11,,,,8.91,25.5,175.14,149.9,76.36,13.6,Terminal Stance,Terminal Stance,Terminal Swing,Midswing
264,3.76,3.93,1.04,3.12,4.14,1.8,5.77,2.17,1.84,1.47,1.82,2.59,2.9,2.62,3.26,52.18,139.62,127.76,85.47,5.91,25.23,177.44,152.73,82.84,14.1,Terminal Stance,Terminal Stance,Terminal Swing,Midswing
265,3.23,2.42,1.5,0.88,4.75,0.16,0.76,358.9,2.26,0.55,2.8,2.93,3.03,1.8,0.47,52.2,143.73,139.15,86.03,7.92,25.52,180.15,154.12,87.78,,Terminal Stance,Terminal Stance,Terminal Swing,Midswing
266,3.03,3.44,9.19,2.92,4.71,0.15,1.28,357.72,0.39,1.99,1.38,0.02,2.49,2.54,0.33,52.86,146.5,147.38,84.35,9.45,25.82,180.1,153.08,94.34,11.71,Terminal Stance,Terminal Stance,Terminal Swing,Midswing
267,3.06,3.35,11.15,8.41,5.18,0.76,3.02,355.89,0.48,2.57,0.02,4.91,2.03,2.74,0.53,52.74,150.76,156.5,83.51,11.65,27.5,179.94,151.93,103.69,,Terminal Stance,Terminal Stance,Terminal Swing,Midswing
268,3.22,4.51,13.05,11.18,4.31,0.34,5.93,359.68,1.94,2.2,0.01,3.72,1.29,3.23,5.36,51.93,154.09,162.66,82.98,15.42,27.5,178.77,147.18,,,Terminal Stance,Terminal Stance,Terminal Swing,Midswing
269,3.31,5.33,14.48,9.86,4.23,0.04,6.57,4.68,1.53,2.02,0.22,3.65,1.52,3.03,7.76,50.38,157.85,166.65,83.39,13.05,28.04,176.49,140.76,,,Terminal Stance,Terminal Stance,Terminal Swing,Terminal Swing
270,3.07,5.27,13.8,8.96,3.71,1.34,5.18,10.86,1.24,2.34,0.12,2.44,0.76,4.79,12.3,,,167.36,85.64,13.74,28.46,175.44,134.83,119.23,0.4,Toe Off,Toe Off,Terminal Swing,Terminal Swing
271,3.36,5.3,12.27,8.88,2.34,3.88,1.75,8.79,0.3,1.64,0.53,2.72,0.06,6.37,14.48,52.19,156.86,167.67,86.53,4.88,27.58,172.57,126.99,120.45,6.63,Midswing,Midswing,Initial Strike,Initial Strike
272,3.16,2.6,5.19,1.33,1.04,6.94,3.54,16.35,0.93,1.41,0.84,4.42,0.26,7.16,15.17,50.3,157.49,166.88,74.08,123.46,28.94,169.91,119.17,115.21,1.31,Midswing,Midswing,error,error
273,3.25,1.65,1.17,1.42,0.97,9.18,10.05,19.19,2.36,2.27,0.35,1.72,1.06,6.87,4.25,50.67,158.34,165.06,88.17,0.8,30.19,168.46,113.53,112.43,6.42,Midswing,Midswing,Loading Response,Loading Response
274,4.09,1.47,2.59,3.5,0.72,9.24,13.02,23.98,1.88,3.38,0.16,5.93,0.18,9.74,4.31,47.59,160.18,162.19,85.23,0.27,31.5,164.43,106.65,109.36,2.1,Midswing,Midswing,Loading Response,Loading Response
275,4.97,2.23,3.07,3.84,0.81,9.27,16.48,26.27,2.81,3.09,0.25,8.58,2.68,6.91,6.43,46.78,160.29,158.16,82.54,3.79,32.38,160.16,101.07,107.67,0.15,Midswing,Midswing,Loading Response,Loading Response
276,4.41,1.77,2.3,3.86,1.82,4.95,14.59,23.76,0.16,2.72,0.61,8.11,3.66,5.22,0.5,44.4,157.94,151.93,79.49,7.72,33.87,157.96,97.96,106.63,2.36,Midswing,Midswing,Loading Response,Loading Response
277,3.8,0.72,3.02,4.29,2.66,2.15,12.77,20.17,0.58,2.6,0.83,5.85,1.95,4.88,2.37,41.99,,,,1.94,34.23,151.59,93.86,103.09,5.41,Midswing,Midswing,Loading Response,Loading Response
278,3.64,0.81,1.1,5.77,2.29,0.06,9.55,14.64,0.34,2.35,1.06,2.82,4.06,0.2,3.3,39.78,158.01,151.94,77.37,2.84,35.04,146.31,91.63,101.04,5.46,Midswing,Midswing,Loading Response,Loading Response
279,3.95,0.91,0.92,4.1,2.49,1.34,7.09,13.14,0.28,1.93,2.03,4.21,2.3,0.74,4.86,36.56,155.29,147.42,73.22,0.08,35.8,143.38,90,,,Midswing,Midswing,Loading Response,Loading Response
280,3.97,1.13,0.54,4.29,3.99,3.81,5.9,11,1.38,4,0.94,6.27,3.86,2.59,10.16,33.38,,,,5.14,36.84,143.33,94.33,97.52,18.32,Midswing,Midswing,Midstance,Midstance
281,4.42,1.78,0.4,3.83,3.55,3.81,4.75,13.15,2.22,4.18,1.07,10.41,5.32,4.56,10.51,30.39,,,,9.57,37.88,140.24,96.12,90.11,,Midswing,Midswing,Terminal Stance,Terminal Stance
282,4.91,2.39,1.41,4.28,4.33,4.96,4.69,12.22,3,4.16,1.32,10.01,6.47,6.39,6.4,28.7,,,,14.26,39.13,137.67,98.86,84.86,4.84,Midswing,Midswing,Terminal Stance,Terminal Stance
283,5.08,3.22,2.2,3.33,3.62,3.86,6.41,15.36,3.5,4.19,1.8,10.33,6.69,6.42,5.23,27.64,,,,14.44,39.83,136.37,105.14,84.1,7.54,Midswing,Midswing,Terminal Stance,Terminal Stance
284,5.95,4.42,3.58,1.85,3.78,2.9,8.74,13.57,2.95,4.1,3.29,12.32,6.88,6.61,1.95,27.04,,,,17.32,41.25,135.17,111.73,82.97,5.07,Terminal Swing,Midswing,Terminal Stance,Terminal Stance
285,6.52,5.3,4.46,0.01,4.45,2.69,9.56,8.13,3.31,5.72,0.82,9.89,6.01,4.48,3.49,27.09,,,,20.78,42.21,137.66,121.82,82.92,10.31,Terminal Swing,Midswing,Terminal Stance,Terminal Stance
286,6.72,4.45,0.28,0.58,3.67,1.45,9.73,4.93,4.5,5.7,0.71,4.95,5.47,3.9,3.86,26.43,177.28,163.01,87.24,31,43.02,138.62,130.56,79.9,5.03,Terminal Swing,Midswing,Terminal Stance,Terminal Stance
287,6.44,4.96,2.35,3.08,1.5,1.46,8.23,359.88,4.32,5.01,1.49,3.16,5.59,,,26.59,,,,34.05,44.09,142.65,141.09,82.07,14.94,Terminal Swing,Midswing,Terminal Stance,Terminal Stance
288,5.63,3.8,1.09,5.97,2.24,0.43,0.24,355.51,4.74,3.41,3.46,1.72,5.72,,,26.89,,,,42.01,44.47,144.97,150.02,83.01,175.35,Terminal Swing,Midswing,Terminal Stance,Terminal Stance
289,4.6,2.23,0.87,6.87,2.25,0.21,7.39,350.9,5.04,2.5,5.13,0.47,6.26,,,27.87,175.49,153.77,106.1,44.28,45.07,148.51,156.88,80.39,14.72,Terminal Swing,Midswing,Terminal Stance,Terminal Stance
290,3.96,0.31,2.02,5.32,2.5,0.39,9.47,348.18,6.34,1.12,6.31,2.37,6.05,3.37,2.54,28.47,172.92,146.14,111.1,43.46,45.4,149.94,160.47,80.14,11.06,Terminal Swing,Midswing,Terminal Stance,Terminal Stance
291,3.16,2.07,2.86,4.55,3.16,1.33,11.38,349.39,6.35,0.9,5.8,6.83,6.6,,,28.69,171.07,138.89,116.24,25.66,45.03,150.36,161.34,77.47,7.89,Terminal Swing,Terminal Swing,Terminal Stance,Terminal Stance
292,2.11,3.46,5.3,7.02,3.86,1.33,8.94,352.47,5.33,0.59,6.11,1.81,6.99,5.16,0.58,29.18,169.55,132.02,119.81,10.19,44.95,153.18,162.34,77.08,15.37,Terminal Swing,Terminal Swing,Toe Off,Toe Off
293,1.17,3.87,8.42,1.19,4.7,0.81,5.37,352.9,4.07,0.46,5.04,1.13,7.4,,,29,166.06,122.51,117.78,6.54,44.48,153.32,161.22,81.21,169.52,Initial Strike,Initial Strike,Initial Swing,Midswing
294,0.66,4.85,,,5.13,0.73,1.75,354.92,4.12,0.12,5.93,3.5,7.86,,,30.66,161.64,112.01,113.52,9,43.61,155.61,158.7,81.8,16.46,Loading Response,Loading Response,Midswing,Midswing
295,0.19,5.69,6.51,2.02,4.78,0.51,1.6,359.2,3.93,0.48,7.06,4.55,7.85,,,31.66,159.08,105.69,109.52,5.3,43.03,155.87,155.62,82.24,12.6,Loading Response,Loading Response,Midswing,Midswing
296,0.05,2.42,8.57,1.21,5.53,0.83,1.24,0.79,4.37,1.26,6.51,3.91,7.72,,,33.29,154.9,98.33,106.33,7,41.61,155.42,149.73,80.89,7.31,Loading Response,Loading Response,Midswing,Midswing
297,0.63,2.03,8.95,0.87,5.2,0.13,2.79,0.8,,1.64,2.45,8.78,6.05,2.66,0.08,35.64,148.81,92.08,105.14,8.8,40.1,,,,11.19,Loading Response,Loading Response,Midswing,Midswing
298,0.88,7.22,10.36,5.93,5.69,0.18,3.56,2.21,,1.62,1.56,2.81,4.14,1.94,5.48,37.92,144.6,85.79,101.21,8.28,37.67,155.66,141.24,75.71,6.84,Loading Response,Loading Response,Midswing,Midswing
299,1.36,9.74,6.56,9.71,5.2,0.98,4.89,1.73,,1.38,0.36,7.03,2.83,5.63,11.29,39.13,142.41,81.79,98.75,8.65,35.78,156.5,138.77,73.03,4.51,Loading Response,Loading Response,Midswing,Midswing
300,1.88,16.45,12.05,11.76,5.3,1.25,5.87,2.39,,2.29,1.01,1.04,3.81,5.08,11.77,40.03,139.23,80.56,98.46,14.34,33.94,154.41,136.2,70.88,1.94,Loading Response,Loading Response,Midswing,Midswing
301,2.37,14.93,8.06,8.61,5.36,1.33,6.7,2.07,5.25,0.79,3.82,2.62,4.67,3.37,14.72,43.62,,,,,32.01,154.81,134.89,68.71,5.73,Loading Response,Loading Response,Midswing,Midswing
302,2.62,13.86,6.43,12.87,5.23,2.36,7.34,2.27,4.04,1.14,5.44,4.95,6.03,0.17,11.98,46.05,,,89.76,0.46,29.4,158.73,137.31,69.55,6.78,Midstance,Midstance,Midswing,Midswing
303,2.27,9.95,2.08,11.38,4.77,3.01,8.73,0.79,4.02,0.63,1.43,1.94,6.18,0.72,14.64,47.81,,,,31.15,27.92,163.99,139.16,67.67,2.98,Terminal Stance,Terminal Stance,Midswing,Midswing
304,3.02,7.43,1.87,11.16,5.28,1.83,7.69,1.4,4.53,1.91,4.11,4.24,4.84,2.91,15.92,49.74,,,,12.19,25.99,165.07,137.89,66.21,5.69,Terminal Stance,Terminal Stance,Midswing,Midswing
305,2.99,6.23,3.71,9.72,5.64,2.13,8.09,0.71,2.81,0.57,1.52,3.91,5.34,1.7,13.83,50.7,,,,15.59,25.94,169.22,144.39,69.92,2.92,Terminal Stance,Terminal Stance,Midswing,Midswing
306,3.32,5.38,4.43,9.15,5.89,1.17,7.64,1.44,2.98,0.55,0.76,2.41,5.02,1.64,8.84,52.66,134.92,106.96,87.45,11.29,24.43,174.77,149.37,71.67,0.88,Terminal Stance,Terminal Stance,Midswing,Midswing
307,3.07,5.63,3.06,11.34,6.78,0.8,7.06,2.8,2.25,0.16,1.15,3.8,4.41,2.39,6.37,54.43,135.89,116.77,86.33,10.07,24.37,179.37,154.98,77.05,8.77,Terminal Stance,Terminal Stance,Terminal Swing,Midswing
308,2.35,2.99,6.93,6.89,7.56,2.65,4.39,1.65,1.75,0.41,1.94,4.63,4.26,1.89,1.83,54.98,140.13,127.09,85.89,14.12,24.65,180.56,156.13,82.14,13.6,Terminal Stance,Terminal Stance,Terminal Swing,Midswing
309,1.58,3.14,1.66,2.03,8.74,4.23,2.65,2.89,2.06,0.37,1.24,3.1,4.27,1.67,1.36,55.15,142.65,136.57,86.14,11.33,25.12,183.42,158.62,89.46,23.81,Terminal Stance,Terminal Stance,Terminal Swing,Midswing
310,0.79,3.07,4.54,1.88,8.43,3.63,1.36,0.31,2.11,0.6,0.65,0.09,3.8,2.57,1.55,55.18,147.45,147.08,84,9.39,25.3,183.58,158.42,95.3,21.48,Terminal Stance,Terminal Stance,Terminal Swing,Midswing
311,0.46,4.37,13.76,5.23,6.64,1.69,0.2,356.76,3.1,0.37,0.21,6.54,3.21,3.79,1.8,53.22,151.92,154.59,81.39,3.05,25.14,184.04,156.43,104.72,25.62,Terminal Stance,Terminal Stance,Terminal Swing,Midswing
312,0.3,4.7,17.79,8.93,5.92,0.83,1.31,0.64,3.82,1.06,1.02,4.69,2.37,5.41,0.54,52.66,155.18,160.49,82.13,9.27,25.99,182.29,151.79,111.15,13.48,Terminal Stance,Terminal Stance,Terminal Swing,Midswing
313,1.54,6.29,17.8,6.38,5.35,1.05,0.4,4.77,2.63,0.15,0.11,6.5,2.03,6.4,5.41,52.3,158,164.58,81.4,7.12,25.95,179.68,144.28,112.28,,Terminal Stance,Terminal Stance,Terminal Swing,Midswing
314,1.84,6.22,14.23,6.55,4.7,2.97,2.05,11.32,2.07,0.39,0.52,2.31,2.31,7.49,9.9,51.37,160.02,166.27,81.89,2.4,26.2,176.44,135.82,117.23,5.92,Toe Off,Toe Off,Terminal Swing,Terminal Swing
